question,raw_output,numeric_output
"What was the year of publication of the literary work Dune: House Harkonnen, by Brian Herbert?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Dune: House Harkonnen, by Brian Herbert?
Answer: 2008
What was the year of publication of the literary work The Last Colony, by John Scalzi?
Answer: 2007
What was the year of publication of t",-200
"What was the year of publication of the literary work Rage, by Bob Woodward?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Rage, by Bob Woodward?
Answer: 2008
What was the year of publication of the literary work The Road, by Cormac McCarthy?
Answer: 2006
What was the year of publication of the lite",-200
"What was the year of publication of the literary work The Adventurer, by Mika Waltari?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Adventurer, by Mika Waltari?
Answer: 1945
What was the year of publication of the literary work The Adventures of Huckleberry Finn, by Mark Twain?
Answer: 1885
What was the year of pub",-200
"What was the year of publication of the literary work The Velveteen Rabbit, by Margery Williams?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Velveteen Rabbit, by Margery Williams?
Answer: 1922
What was the year of publication of the literary work The Velveteen Rabbit, by Margery Williams?
Answer: 1922
What was the year of pub",-200
"What was the year of publication of the literary work American Pastoral, by Philip Roth?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work American Pastoral, by Philip Roth?
Answer: 1997
What was the year of publication of the literary work The Great Gatsby, by F. Scott Fitzgerald?
Answer: 1925
What was the year of publ",-200
"What was the year of publication of the literary work Holes, by Louis Sachar?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Holes, by Louis Sachar?
Answer: 1998
What was the year of publication of the literary work The Outsiders, by S.E. Hinton?
Answer: 1967
What was the year of publication of the litera",-200
"What was the year of publication of the literary work Doctor Faustus, by Thomas Mann?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Doctor Faustus, by Thomas Mann?
Answer: 1947
What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?
Answer: 1929
What was the year of publica",-200
"What was the year of publication of the literary work Cento vedute di Firenze antica, by Corrado Ricci?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Cento vedute di Firenze antica, by Corrado Ricci?
Answer: 1890
What was the year of publication of the literary work The History of the Decline and Fall of the Roman Empire, by Edward Gibbon?
Answer: 1776
Wh",-200
"What was the year of publication of the literary work The Hobbit, by J. R. R. Tolkien?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Hobbit, by J. R. R. Tolkien?
Answer: 1937
What was the year of publication of the literary work The Lord of the Rings, by J. R. R. Tolkien?
Answer: 1954
What w",-200
"What was the year of publication of the literary work The Adventure of the Christmas Pudding, by Agatha Christie?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work The Adventure of the Christmas Pudding, by Agatha Christie?
Answer: 1932
What was the year of publication of the literary work The Adventure of the Christmas Pudding, by Agatha Christie?
Answer: 1932
What was the ",-200
"What was the year of publication of the literary work Glimpses of Unfamiliar Japan, by Lafcadio Hearn?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Glimpses of Unfamiliar Japan, by Lafcadio Hearn?
Answer: 1894
What was the year of publication of the literary work The Jungle, by Upton Sinclair?
Answer: 1906
What was the year of publication o",-200
"What was the year of publication of the literary work Act Without Words II, by Samuel Beckett?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Act Without Words II, by Samuel Beckett?
Answer: 1957
What was the year of publication of the literary work The Catcher in the Rye, by J.D. Salinger?
Answer: 1951
What was the year of p",-200
"What was the year of publication of the literary work Possible Minds, by John Brockman?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Possible Minds, by John Brockman?
Answer: 2015
What was the year of publication of the literary work The Art of the Novel, by Milan Kundera?
Answer: 1988
What was the year of publi",-200
"What was the year of publication of the literary work Toward the African Revolution, by Frantz Fanon?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Toward the African Revolution, by Frantz Fanon?
Answer: 1964
What was the year of publication of the literary work The Wretched of the Earth, by Frantz Fanon?
Answer: 1961
What was the yea",-200
"What was the year of publication of the literary work Persia and the Persian Question, by George Curzon, 1st Marquess Curzon of Kedleston?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Persia and the Persian Question, by George Curzon, 1st Marquess Curzon of Kedleston?
Answer: 1892
What was the year of publication of the literary work The History of the Decline and Fall of the Roman Empire, by Edward Gibbon?
",-200
"What was the year of publication of the literary work Resident Evil: Caliban Cove, by S. D. Perry?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Resident Evil: Caliban Cove, by S. D. Perry?
Answer: 2000
Explanation: Resident Evil: Caliban Cove, by S. D. Perry, was published ",-200
"What was the year of publication of the literary work Self-portrait in a Convex Mirror, by John Ashbery?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Self-portrait in a Convex Mirror, by John Ashbery?
Answer: 1975
What was the year of publication of the literary work The Sound and the Fury, by William Faulkner?
Answer: 1929
What was the year of p",-200
"What was the year of publication of the literary work Vers Tombouctou : L'Afrique des explorateurs II, by Anne Hugon?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the year of publication of the literary work Vers Tombouctou : L'Afrique des explorateurs II, by Anne Hugon?
Answer: 2000
What was the year of publication of the literary work Vers Tombouctou : L'Afrique des explorateurs II, by Anne ",-200
